name,team,PositionTemp,Minutes,goals,assists,PKMissed,Goals Against,Saves,Clean Sheet,Yellow Cards,Red Cards,URL,ImgURL,injuries,description,position,FantasyPoints
Gabrielle Robinson,KC Current,DF,925,1,0,0,13,0,4,2,0,,,healthy,,DF,4
Kristen Hamilton,KC Current,"FW,MF",87,1,0,0,2,0,0,0,0,,,healthy,,FW-MF,7
Kayla Sharples,KC Current,DF,689,0,0,0,10,0,3,0,0,,,healthy,,DF,1
Katie Scott,KC Current,"MF,FW",0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college with Penn State,FW-MF,0
Jereko,KC Current,MF,45,0,0,0,0,0,0,0,0,,,healthy,,MF,1
Alex Pfeiffer,KC Current,"FW,MF",138,1,0,0,1,0,0,0,0,,,healthy,,FW-MF,7
Laurel Ivory,KC Current,GK,751,0,0,0,20,28,1,2,0,,,healthy,,GK,3
Debinha,KC Current,"FW,MF","1,464",3,6,0,25,0,7,0,0,,,healthy,,FW-MF,36
Lauren Milliet,Louisville,DF,"2,339",0,2,0,39,0,5,3,0,,,healthy,,DF,-10
Arin Wright,Louisville,DF,"1,809",0,0,0,33,0,4,1,1,,,healthy,,DF,-14
Elli Pikkujamsa,Louisville,DF,251,0,0,0,3,0,0,0,0,,,healthy,,DF,1
Ellie Jean,Louisville,DF,592,0,0,0,6,0,0,0,0,,,healthy,,DF,-1
Ella Hase,Louisville,DF,0,0,0,0,0,0,0,0,0,,,healthy,Rookie Season. Played college at Duke,DF,0
Courtney Petersen,Louisville,DF,541,0,0,0,6,0,0,1,0,,,healthy,,DF,-2
Allie George,Louisville,DF,0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college at Virginia Tech,DF,0
Angela Baron,Louisville,DF,13,0,0,0,0,0,0,0,0,,,healthy,,DF,1
Emma Sears,Louisville,"FW,MF","1,482",5,1,0,28,0,3,2,0,,,healthy,,FW-MF,29
Janine Sonis,Louisville,FW,689,1,1,0,13,0,1,0,0,,,healthy,Last name changed from Beckie,FW,9
Milly Clegg,Louisville,FW,19,0,0,0,0,0,0,0,0,,,healthy,,FW,1
Kirsten Wright,Louisville,FW,0,0,0,0,0,0,0,0,0,,,healthy,Last name changed from Davis. Missed 2024 season due to injury,FW,0
Elexa Bahr,Louisville,"FW,MF","1,043",1,1,0,17,0,2,0,0,,,healthy,,FW-MF,11
Uchenna Kanu,Louisville,FW,751,5,0,0,10,0,1,1,0,,,healthy,,FW,21
Sarah Weber,Louisville,FW,0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college at Nebraska,FW,0
Bethany Balcer,Louisville,FW,715,3,1,0,10,0,1,0,0,,,healthy,,FW,17
Katie Lund,Louisville,GK,"2,340",0,0,0,39,75,5,0,0,,,healthy,,GK,12
Jordyn Bloomer,Louisville,GK,0,0,0,0,0,0,0,0,0,,,healthy,,GK,0
Madison White,Louisville,GK,0,0,0,0,0,0,0,0,0,,,healthy,,GK,0
Olivia Sekany,Louisville,GK,0,0,0,0,0,0,0,0,0,,,healthy,,GK,0
Savannah DeMelo,Louisville,"MF,FW","1,748",5,2,1,33,0,4,5,0,,,healthy,,FW-MF,27
Ary Borges,Louisville,"MF,FW",826,1,2,0,11,0,1,3,0,,,healthy,,FW-MF,11
Kayla Fischer,Louisville,"FW,MF","1,135",1,1,0,18,0,2,10,0,,,healthy,,FW-MF,1
Marisa DiGrande,Louisville,MF,"1,758",1,2,0,33,0,4,0,0,,,healthy,,MF,14
Maddie PoKorny,Louisville,"FW,MF",80,0,0,0,0,0,0,0,0,,,healthy,,FW-MF,2
Jordan Baggett,Louisville,MF,85,0,0,0,0,0,0,0,0,,,healthy,,MF,2
Katie O'Kane,Louisville,MF,0,0,0,0,0,0,0,0,0,,,healthy,Rookie Season. Played college at Univ. of Utah,MF,0
Taylor Flint,Louisville,MF,"2,051",3,1,0,36,0,5,6,0,,,healthy,,MF,15
Hannah Stambaugh,Angel City,GK,0,0,0,0,0,0,0,0,0,,,healthy,,GK,0
Sydney Leroux,Angel City,FW,"1,738",7,1,0,36,0,3,1,0,,,healthy,,FW,32
Savy King,Angel City,DF,"1,106",0,2,0,13,0,2,1,0,,,healthy,First season with Angel City. Previously at Bay FC,DF,5
Katie Zelem,Angel City,MF,744,0,1,0,10,0,1,2,0,,,healthy,,MF,4
Ali Riley,Angel City,DF,260,0,0,0,4,0,0,0,0,,,SEI,,DF,0
Megan Reid,Angel City,DF,"1,797",0,0,0,36,0,3,3,0,,,healthy,,DF,-15
Julie Dufour,Angel City,FW,0,0,0,0,0,0,0,0,0,,,healthy,First season with Angel City FC. Previously at Paris FC,FW,0
Macey Hodge,Angel City,MF,0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college at Mississippi State,MF,0
Casey Phair,Angel City,FW,0,0,0,0,0,0,0,0,0,,,healthy,,FW,0
Claire Emslie,Angel City,FW,"1,960",7,2,1,34,0,3,3,0,,,healthy,,FW,31
Sarah Gorden,Angel City,DF,"2,056",0,0,0,36,0,4,0,0,,,healthy,,DF,-12
Alanna Kennedy,Angel City,DF,0,0,0,0,0,0,0,0,0,,,healthy,First season in NWSL. Previously at Manchester City in WSL,DF,0
M.A.Vignola,Angel City,"DF,FW",827,1,2,0,10,0,1,0,0,,,healthy,,DF-FW,13
Kennedy Fuller,Angel City,MF,979,1,0,0,12,0,1,1,0,,,healthy,,MF,7
Jun Endo,Angel City,MF,0,0,0,0,0,0,0,0,0,,,SEI,,MF,0
Angelina Anderson,Angel City,GK,270,0,0,0,6,16,0,0,0,,,healthy,,GK,4
Gisele Thompson,Angel City,"DF,FW",882,0,1,0,10,0,1,1,0,,,healthy,,DF-FW,3
Alyssa Thompson,Angel City,FW,"2,144",5,7,0,42,0,4,2,0,,,healthy,,FW,41
Christen Press,Angel City,FW,203,1,0,0,3,0,0,0,0,,,healthy,,FW,6
Hannah Johnson,Angel City,DF,0,0,0,0,0,0,0,0,0,,,healthy,Rookie Season. Played college at Mississippi State,DF,0
Lily Nabet,Angel City,MF,704,0,0,0,10,0,1,4,0,,,healthy,,MF,-1
Miyabi Moriya,Angel City,DF,0,0,0,0,0,0,0,0,0,,,healthy,First season in NWSL. Previously at INAC Kobe in Japan,DF,0
Riley Tiernan,Angel City,FW,0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college at Rutgers,FW,0
Elizabeth Eddy,Angel City,"DF,MF",32,0,0,0,0,0,0,0,0,,,healthy,,DF-MF,1
Madison Hammond,Angel City,MF,"1,384",0,0,0,21,0,2,5,0,,,healthy,,MF,-2
Kailen Sheridan,SD Wave,GK,"2,219",0,0,0,33,86,6,0,1,,,healthy,,GK,15
Trinity Armstrong,SD Wave,DF,0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college at NC Tar Heels,DF,0
Trinity Byars,SD Wave,FW,0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college at Texas Longhorns,FW,0
Hanna Lundkvist,SD Wave,DF,"1,814",2,0,0,26,0,4,6,0,,,healthy,,DF,-1
Maria Sanchez,SD Wave,"FW,MF","1,534",1,4,0,22,0,3,1,0,,,healthy,,FW-MF,19
Chiamaka Okwuchukwu,SD Wave,FW,0,0,0,0,0,0,0,0,0,,,healthy,First season in NWSL. Previously at Rivers Angels FC in Nigeria,FW,0
Adriana Leon,SD Wave,FW,0,0,0,0,0,0,0,0,0,,,healthy,First season in NWSL. Previously at Aston Villa in WSL,FW,0
Kenza Dali,SD Wave,MF,0,0,0,0,0,0,0,0,0,,,healthy,First season in NWSL. Previously at Aston Villa in WSL,MF,0
Gia Corley,SD Wave,MF,0,0,0,0,0,0,0,0,0,,,healthy,First season in NWSL. Previously at TSG Hoffenheim in Germany,MF,0
Kennedy Wesley,SD Wave,DF,"1,007",1,0,0,16,0,3,1,0,,,healthy,,DF,3
Kristen McNabb,SD Wave,DF,"1,940",1,0,0,26,0,4,2,1,,,healthy,,DF,-6
Makenzy Robbe,SD Wave,"FW,MF","1,411",3,1,0,22,0,3,0,0,,,healthy,,FW-MF,21
Kimmi Ascanio,SD Wave,MF,148,0,1,0,2,0,0,0,0,,,healthy,,MF,5
Kyra Carusa,SD Wave,"FW,MF",633,2,0,0,8,0,1,1,0,,,healthy,,FW-MF,12
Delphine Cascarino,SD Wave,FW,638,2,3,0,8,0,1,0,0,,,healthy,,FW,19
Savannah McCaskill,SD Wave,MF,"1,446",1,1,0,22,0,4,3,0,,,healthy,,MF,8
Hillary Beall,SD Wave,GK,118,0,0,0,2,5,0,0,0,,,healthy,,GK,2
Favour Emmanuel,SD Wave,MF,0,0,0,0,0,0,0,0,0,,,healthy,First season in NWSL. Previously at Lokomotiv Moscow in Russia,MF,0
Melanie Barcenas,SD Wave,"FW,MF",447,1,0,0,6,0,1,0,0,,,healthy,,FW-MF,8
Didi Haracic,SD Wave,GK,"2,070",0,0,0,36,77,4,2,0,,,healthy,,GK,11
Quincy McMahon,SD Wave,DF,0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college at UCLA,DF,0
Perle Morroni,SD Wave,DF,380,0,0,0,6,0,1,2,0,,,healthy,,DF,1
Emmie Allen,Bay FC,GK,0,0,0,0,0,0,0,0,0,,,healthy,,GK,0
Joelle Anderson,Bay FC,MF,916,3,2,0,19,0,3,2,0,,,healthy,,MF,22
Dorian Bailey,Bay FC,MF,"1,680",1,2,0,34,0,5,1,0,,,healthy,,MF,13
Hannah Bebar,Bay FC,MF,0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college at Harvard and Duke,MF,0
Tess Boade,Bay FC,"MF,FW","2,044",3,2,0,39,0,5,2,0,,,healthy,,FW-MF,22
Jordan Brewster,Bay FC,DF,10,0,0,0,0,0,0,0,0,,,healthy,,DF,1
Caroline Conti,Bay FC,"MF,FW",98,0,0,0,1,0,0,0,0,,,healthy,,FW-MF,2
Abby Dahlkemper,Bay FC,DF,810,2,0,0,19,0,3,0,0,,,healthy,,DF,9
Caprice Dydasco,Bay FC,DF,"2,024",0,0,0,39,0,5,2,0,,,healthy,,DF,-15
Rachel Hill,Bay FC,"FW,MF","1,108",1,2,0,20,0,3,0,0,,,healthy,,FW-MF,14
Penelope Hocking,Bay FC,"FW,MF",373,0,1,0,6,0,0,1,0,,,healthy,,FW-MF,4
Kelli Hubly,Bay FC,DF,"1,719",0,2,0,28,0,6,6,0,,,healthy,First season at Bay FC. Previously at Thorns,DF,-8
Taylor Huff,Bay FC,MF,0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college at FSU,MF,0
Rachael Kundananji,Bay FC,"FW,MF","1,824",5,4,0,35,0,4,6,0,,,healthy,,FW-MF,34
Karlie Lema,Bay FC,FW,0,0,0,0,0,0,0,0,0,,,healthy,Rookie season. Played college at UC Berkeley,FW,0
Melissa Lowder,Bay FC,GK,0,0,0,0,0,0,0,0,0,,,healthy,Missed 2024 due to ACL injury,GK,0
Alyssa Malonson,Bay FC,DF,"1,353",0,0,0,24,0,4,1,0,,,healthy,,DF,-7
Emily Menges,Bay FC,DF,"2,285",0,2,0,41,0,6,0,0,,,healthy,,DF,-8
Maddie Moreau,Bay FC,DF,250,0,0,0,5,0,0,1,0,,,healthy,,DF,-1
Asisat Oshoala,Bay FC,FW,"1,867",7,1,0,35,0,4,3,0,,,healthy,,FW,30
Kiki Pickett,Bay FC,MF,"1,650",1,1,0,32,0,3,1,0,,,healthy,,MF,10
Princess,Bay FC,"FW,MF",245,0,0,0,5,0,0,1,0,,,healthy,,FW-MF,1
Catherine Paulson,Bay FC,MF,0,0,0,0,0,0,0,0,0,,,healthy,,MF,0
Jamie Shepherd,Bay FC,MF,155,0,0,0,3,0,0,0,0,,,healthy,,MF,2
Jordan Silkowitz,Bay FC,GK,0,0,0,0,0,0,0,0,0,,,healthy,,GK,0
